label	comment
1	简直** 扇贝一点也不好吃 花甲全是空壳， 重点是拉肚子拉了三天人都拉晕了。 千万不要在这家
0	特别慢，别人比我晚点半个小时的都送到吃完了，我还等了他很久，也不好吃
1	我确实无语了，那么大两只虫在那扒起都送起来，之前喊一次里面就有一根毛，过了很久又喊一单，又是这样子，这个卫生让人质疑……
0	已经记不清是第几次，团了←_←很满意，很好吃！就是觉得原价有一点贵，团购很合适啊，小吃嘛。
0	二人餐，有点小贵，味道还是不错的
0	味道一如既往的好，就是今天的骨头有点多……蔬菜的搭配越来越丰富了，不错~~
0	推荐  好喜欢喝贡茶 性价比高。
0	值得购买，好吃，便宜，口感好！大家可以去试试看
0	味道很好 团购很核算 服务也很好 环境不错
0	服务周到 价格合理 味道不错！
0	口味还是不错的，吃了几次了，只是说四人餐的，三个人吃比较合适，凉菜很好吃！
0	好喝好喝好喝 老顾客了
0	很划算。。味道也很好。。。小哥服务态度也很赞。。
1	里面有虫子，太恶心了
0	新装修了，环境好，牛排味道也更不错了，就是价格也涨了
0	不错！味道极好！肥肠非常糯！价格合理！划算！下次再来。 #肥肠面#
0	难吃就算了，鸡全是边角，没得点肉。
0	给我朋友订的生日礼物，她表示很喜欢。口味很好，分量也够。她和寝室的室友一起吃的哦。值得去看看。
1	饭里面居然有钢丝球的钢丝
0	第二次团购了，味道真是非常非常赞，强烈推荐，环境也很好，装修很美。
0	吃了拉肚子拉了我和我老公好几天 我是孕妇 味道还可以 菜品也新鲜 菜我们两个人都吃不完 可惜就是不知道为什么拉肚子
0	楼下一家贝尔麦莎，方便，味道不错
0	服务周到，味道很好，团购挺便宜的，另外加了两道不辣的，坐的包间共花下来也不贵！大赞！！
1	吃到一半看到蟑螂，粉转路。。
0	第一次去吃是和男朋友吃，这次带家人去吃，服务周到，食物也美味，五个人团了两个双人餐，也木有吃完，分量足，最后的面很好吃。
0	味道可以！！！
1	给平时吃的一样味道，本来吃的多开心的，但是突然里面吃到个虫，把我吐惨了，太恶心了，再也不吃华莱士了。
0	不想说了，晚一个小时才送到，味道也不咋地。
1	再也不会来了 送的慢不说了 送来的东西都臭了 吃在嘴里各种怪味 我可想这个店有多脏 卤牛肉 恶心 饭也恶心 黄不拉几的 你们店还把顾客当人吗？
0	非常好吃，服务很热情，会再来！
0	送到没打我电话，我饿死了，结果放在我店里我不知道
0	去过很多次，冒菜特别好吃，环境也很棒，干净卫生
0	蛋糕做的不错，口味也很好，会再次选择
0	非常好吃经常去分量也多超级喜欢
0	经常去吃 环境好 服务员态度也很好 就是收银员态度差 每次都是一张马脸
0	今天是和朋友来的，逛街累了，刚好看到有團购，就来休息下，奶茶味道不错，服务态度很好，问问题时也耐心回答，很优，要是平常在这休息上上网，肯定是一大享受。回去时还顺便多打包了几杯，家里和朋友都说还不错，给个好评，只是人气要再多多拉上來一下，呵呵。
0	来好多次了，喜欢，不过信号不好
0	中午和同事们去吃的，验证了上菜很快，份量也挺足的，都是我喜欢吃的菜，味道不错，就是吃到后面有点咸，不过没什么影响，还是吃的鸳鸯锅，小汤圆也不错哦，吃了好几碗。服务态度也不错，端茶倒水的，速度很快。环境也可以，下次还会去的。
0	重庆特色的，饮品，必须来，来重庆玩必须喝的一个饮品个人觉得红枣味会好得过那个原味的
0	味道不错，上菜快，下次还来，地方容易找
0	菜品一如既往的丰富，菜量比单点还足。
0	已经第三次来吃了……味道不错 老板也很热情……
0	特别难吃，糊了！！！！
0	老顾客了，一直喜欢
1	越来越差了，土豆水臭，鱿鱼好像没煮熟，味道也怪怪的
0	经常来，好吃实惠，下次再来哈……
0	东西很好吃、服务员很漂亮
0	味道不错～老板好热情～
1	太不卫生了！米饭里有头发，鸡腿上还有像避孕套的那个胶，当时饭都吐出来了！太不卫生了。想想都想吐。
0	味道不错，服务也很好，就是为止比较偏，不太好找
0	辣翅都是冷的，还是是胡的
0	已经是回头客了，很不错！！。。。
0	菜品很新鲜，环境舒服服务也周到，我是老顾客了
0	服务好，菜品多，分量足，下次还来，好评
1	饭里面又是菜叶子 还有个蚊子 老板能不能注意卫生
0	来重庆旅游，吃串串，到这家店老板很热情，还主动告诉我可以美团，很划算，一共买了5杯，口味不错！
0	好吃好吃，老顾客了
0	送的速度很快 但是东西太难吃了 不是一般难吃紫薯派不错
1	虾仁是臭的.别当消费者是傻子.这么臭闻不出来吗？
1	土豆丝里也是钢丝网，盐煎肉也是钢丝网，味道也不怎样
0	真的超级难吃！有种怪味！送餐慢就慢吧，等两个半小时我也等了，明明备注过不要生姜，等了那么久送过来，还是放了生姜，味道重的没办法吃！而且这个海鲜炒饭我也无力吐槽了……不过包装还可以。
0	位置非常好，很容易被找到。老板也很热情。服务态度也很好，服务员很有礼貌，菜品也很多，就是今天去的时候菜品很少，希望老板多推出一点菜品，更希望，有许多许多的免费小吃。希望老板多，进口一点韩国米酒和日本的米酒，希望老板，对店里面的整体装饰在改变一下风格，必尽是日式烧烤所以说应该多参加一点日式的风格。
0	#榴莲芒果披萨#味道不是很好，和记忆中的相差甚远
0	每次看到这个就会去喝，很喜欢 好评
0	超级好吃，人超级多。排队排了好久！！！
0	好吃，服务也不错，价格很值。。。
0	饭没熟，夹生饭#米饭#
0	在这家吃了好多次了，味道真心不错，老板也很好，服务周到。分量也足，第一次在美团定的，很划算。
0	服务态度一点都不
0	环境不错，很有特色，菜品精致味道不错，特色菜冰鱼和牛排绝对棒，老板服务周到，很有亲和力，不错的一次就餐。
0	还可以，味道不错，有点辣但是是重庆本色
0	好吃，味道爽极了，超喜欢
0	好难吃，全是憨肉
0	第二次来了，口味还是那么爽。越吃越麻，辣！环境也不错！
0	饿死了。不过连饿都不想吃。真难吃。肥肉不是一般的多。
1	筒骨有咸又辣 最主要好大一股添加剂的味道 蛋炒饭全是味精味 豆皮 洋芋 除了干辣 无其他味道
0	味道棒棒的，而且团购很划算，也不腻，店员态度也很好，就在楼下也很方便，而且叉子什么的不是塑料的，总之很高大上，下次换个口味，还会再来的
0	什么都很好、就是份量有点少、不过也对得起这价格、
0	感觉很不错哟，送朋友的，看照片很美，味道也很不错，客服也很热情，值得购买
0	不错 一如既往的好
0	老板娘很热情，但是鱼好小好小，差不多才两斤左右，三个人吃了一下下就没了，还不如自己点的划算呢！！！！！！！
0	很不错哦，味道好，地方好找，老顾客了
0	首先我在你家点了很多次了！然后 我想问我点的回锅肉。肉呢？肉呢？肉呢？
0	味道不错，就是除了一个葱油饼其他小孩都不能吃，比较辣！
0	环境不错，量很足，两个人女生吃吃不完，樱花寿司，土豆沙拉很好吃
0	很不错的一家餐厅，我喜欢他家的装修风格，菜品也棒棒哒，下次又来
0	第二次来咯！请朋友小聚，大家对这些菜品都很满意呢！
0	小票顶头那么大几个字泡椒肉丝炒粉，这都看不见，，真是醉了，炒粉无色无味，反正那么多差评了，也不会在乎这一个吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。
0	这次孩子要的清汤的，味道感觉没一起好l了。不过还是比较经济干净。
1	肉夹馍咬了一口一股酸味，闻了一下是臭的！！别告诉我肉夹馍就是这种味道，我又不是没吃过！讲道理，面条味道还可以，不过我点的那个肉夹馍，还是点的10块最贵那个，很肥不说，还是酸臭的。第一次给差评，好自为之。
0	我点的是炮头啊大哥。。你拿5，6两的当炮头卖吗？
0	很不好吃玉米粒是生的黄瓜片生的而且都没有味道根本吃不下鸡排上放了沙拉酱，鸡排很咸很麻上面的沙拉酱酸酸甜甜的很诡异的味道
0	第一次给这么低的评价，因为这次送过来的真的不好吃，而且外卖还迟到了半个小时
0	服务好味道棒，热烈推荐给朋友了
0	无论是态度还是味道都一级棒！大赞
1	难道外卖的东西就准备很差的嘛？可以说全部是死虾子，吃了不知道会拉肚子不！剥开虾子里面的肉全部萎缩了，一看就是死的，颜色非常黑，！从来没有差评，这是第一次！我觉得太过分了！
0	经常来，非常不错！最爱提拉米苏，焦糖布丁！
1	薯条没还，手抓饼有腥味
0	芒果优格果漾真的非常不错！！在国庆期间都接受美团只是最棒的一点，好多地方在国庆期间都拒绝美团用户！商家做的很棒，这个芒果的味道很好，里面的果料很充足，还有一些其他的配料，都很好喝，位置也很好找，就在青年广场里面！
0	非常棒，吃了很多次了，老板大方，物品便宜！味道很好！下次在去！
1	肉是臭的 坏了就丢了嘛 还拿出来卖
0	味道很不错，去过几次了。环境一般般就是
0	第二次光顾，味道不错，服务也很好，下次一定还会来。 #烤五花肉# #豆腐汤# #烤精品肥牛#
1	非常难吃！生蚝有一个是坏的，非常腥！茄子上面的蒜蓉不知道是多久的了，已经发臭了，千千牛肉不是碳烤出来的，是微波炉加热的，肉质也是买的成品，不知道是什么肉。我只祈祷刚刚吃的那几口不要让我拉肚子！
0	份量足，味道不错，还可以，我们三个人吃个小锅都足足有余，肉也比较多，口味也很适合，有空了还去吃
0	非常满意 我已经去吃了好多次了 价格实惠 味道好
1	#香辣爬爬虾#全是放了很久的死虾。什么味道都没有。肉质黄色的，提前告诉了商家不要死虾要新鲜的！可是这种没有良心的商家不搭理人。直接把放了很久的死虾拿过来了。这样的商家没有任何良心。说话态度恶劣。说得买了东西送到了就不管他的事了。这样的人。谁买谁倒霉。谁买谁吃亏。
0	很好吃，辣味十足，很像小时候吃的酥肉，不过更香更有味
0	鸡杂只有上面一层下面全是菜 味道一般
0	菜品不错，味道好，环境优雅，服务质量好。值得！朋友们都很满意！！
1	放了几天的海带都变质了还拿出来卖！谨慎购买！
0	真的很难吃....
0	很好吃，尤其是汤，真的超好喝
0	走了二十分钟取餐就算了，我备注里的番茄酱去哪了，
0	还可以，39.9两人餐，还以为分量会很小，但上来还是分量很足的，味道也不错。会再去
0	还行，就是有点小贵，烤得还不是很熟
0	口感很好，环境不错服务员态度很好！
0	好吃，来吃了很多次了，菜品很新鲜。
1	吃了拉肚子。一点当地重庆味道都没有
0	还是一如既往的好吃~不是第一次来了，哈哈~什么时候生煎包也有团购就好了~身为北方人就是对这些面食完全没得抵抗力啊，哇咔咔~100个字好难写啊，为了个认真评价我容易吗？老板？哎，标点符号居然还不得行。。不得已啊
0	首先，脆皮全鸡腌得不入味，鸡肉太老，表面的脆皮太少，薄薄的一层，还不是粘在鸡表面的，大多脆皮已经掉皮了！完全没有外脆里嫩的口感！全鸡用料太次！其次，四杯“奶茶”，没有一点是奶茶味，全白凉水的味道！只能用“无味”来形容，里面的椰果红豆什么的少的可怜，数都数得清！还是6元一杯，最主要不满意的还是没味道哈！所用材料太次！！！点的一只全鸡，和四杯奶茶，店家却只给了两只一次性手套，实际上是四个人吃的，可见不够细心贴心之处！！！待改善！！！我不是针对谁，我很认真写下自己的体会，希望给大家一个参考！同时也非常希
0	菜品足，味道好，服务很好，推荐！！！
0	我经常买他们家的千层蛋糕。在重庆，吃到这么正宗的千层真幸福。味道还是一如既往的好。现在还有甜品可以吃。空了带朋友来试试。
0	味道不错，地方也很好找，菜也比较新鲜，价格也很合适
1	我想说我是经常点的但是第一次点猪蹄虽然不贵但是吃了一口嘴巴里都是毛，真心恶心到我了！直接把猪蹄丢了吃的米饭和土豆！
0	味道还是一如既往的好呀，鱼肉非常的嫩也非常入味，配菜也非常好吃，份量也非常足，我们四个人去吃的都吃得非常饱，老板娘也非常热情，服务态度也非常好，反正吃烤鱼就认你家了
1	真的是我吃过最不好吃的皮皮虾了，完全不懂的怪味道！太太太不好吃了，吃了三个，全部扔掉……包装很好！完全不懂的怪味道，后面都反胃了，全部真话！商家勿喷！
0	经常来吃，工作餐的首选。味道也可以
0	服务好！菜品好！味道好！上菜速度也很快！
1	红烧牛肉已经坏了难道店家没发现？牛肉都已经臭了。肉末茄子是苦的，完全就是做糊了。土豆丝怎么可以做的这么难吃。只有干煸肉丝可以正常吃，太差了！差！差！
0	还可以，也很大杯，服务态度好。
0	味道不错，就是冬至夜人太多了，酒水也贵。
0	味道鲜美.环境优美，菜品新鲜，服务态度好
0	去了几次了，不错的选择。下次还会光顾。
0	这是第3次去吃了，味道不错，菜品丰富，下次还来
1	味道还可以，但是卫生就不好说了。钢丝球都被我吃饭了，我也是醉了。卫生做得不好，口味再好也是卵的
0	真的很不错。下次就去你们家了。味道好。分量足
0	味道一如既往的好。很不错，很赞。
0	味道挺地道，服务员太态度好！下次到重庆我还来！
0	味道很不错，颜色好，环境好！！
0	分量好足，两个人吃都觉得够吃，还送的饮料，可以！
1	买了几次了一次比一次难吃，这次更气氛，鹌鹑蛋是臭的臭的，我简直要吐，想举报的心情都有，就是这么对待老客户的
1	我点的是炝炒白菜，不是水煮白菜。而且鱼也太不新鲜了吧，差评
1	以前叫过很多次了，费用高了，还拉肚子耶。
0	吃了几次了 菜品丰富 人又多 可以
1	点了三份米饭 都是馊了的 一打开饭盒就闻到了 不要说没有发现是馊的 吃了要是拉坏了肚子 我还亏大了 呵呵 做生意讲点良心 要得不！
0	摸着良心讲，这家味道确实不错，鱼都是现杀现烤的比较新鲜，配菜比较丰富，老板热情得很，58元这个价格超级划算，强力推荐给大家。
0	速度特别快，服务周到。味道也不错。
0	太难吃了，这么好的食材给他家做都白瞎了
0	挺不错的，划得来，味道也好
0	很不错，牛排很嫩孩子很爱吃，只不过当时忘了拍照，以后还会关照
0	味道一般，烟味儿特别大
0	味道很好，排骨很好吃，下次还要去吃
0	非常好吃，服务也很好，性价比超高，一定还有下一次，希望继续保持
0	不是那个味，不怎么好吃。
0	送朋友的，服务态度挺好的。。。
0	味道真的很好，但是为了吃这个，还被贴了单子，太气人了，不过真的好吃。
0	很棒，大神操作，独一无二，蛋糕很香，肯定很好吃，老板姐姐人也很好，赞
0	菜品新鲜，分量足，味道不错，服务态度也很好，没有因为我们是团购就区别对待，非常值得赞一个！对于我们这些火锅爱好者来说又多了一个好地方，以后就他家了。
0	我吃过这么多次六婆了 还是第一次差评 两个人的份量就这点？？筷子也只拿一双？偷工减料真的不是一点点 味道确实是可以 但是起码不要因为是外卖就偷工减料好吧 点的好几样菜都没有 韭菜海白菜没有 六串牛肉就两片？？基本上每样菜都是一份 真的是要气死了 麻烦店家能不当顾客是傻子吗？？？？
0	可以蛮好吃菜很新鲜下次还会考虑这家店
0	一个人去的，百闻不如一试，确实是不错的一家串串香店。店面不大，很干净整洁。说说串串香的菜品，荤素分类摆放，种类多多，而且很新鲜。我觉得加盟店的菜品就是好，没有那些长期冰冻的菜，我中午去的。老板都是带着一次性手套在串菜，很卫生。加盟店卫生味道各为方面有保障，老板人很年轻很随和。价格很实惠，吃货们多支持下。以后想吃串串香，就来土炮李记串串香这家店。
0	好吃不贵 老板态度也很好  还有稀饭吃  最主要的是 稀饭不像其他店里加了芡粉 我都吃了3碗呢
1	卫生不行，我吃出了头发丝
0	味道不错，而且最重要是太便宜了，值得值得
0	好吃不贵，价格实惠！
1	不好吃。冷饭。隔夜饭。来了一次不会再有下次。冬瓜里还有头发。我去。太不用心了。饭硬馊
0	很不错，量很大，一家三口没吃完，呵呵
0	我和朋友一起去的，挺不错的一个店，菜品还算丰富。
0	送了2个小时  抄手筷子都不给 手抓？
